Description,BDM ,Total,Jun-26,May-26,Apr-26,Mar-26,Feb-26,Jan-26,Dec-25,Nov-25,Oct-25,Sep-25,Aug-25,"Jul 2025 +Older",grouptype,groupuid
-SAYMA MEDICAL-BHOKAR-XX,SUSPENCE A/C,           20071.26,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           20071.26,Detai,2541934124
-SERAMIC PHARMACEUTICALS - KONGAON,SUSPENCE A/C,         -819439.00,         -299463.00,         -366004.00,         -153972.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SERTURNER LABS PVT.LTD.- BORIVALI-XX,SUSPENCE A/C,           13079.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           13079.00,Detai,2541934124
-SEVEN HEALTHCARE - POWAI-XX,SUSPENCE A/C,            4555.91,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2055.91,               0.00,               0.00,            2500.00,Detai,2541934124
-SHAHEEN PHARMA-NANDED-(AKUMS),SUSPENCE A/C,            2160.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2160.00,Detai,2541934124
-SHAKTI REMEDIUM LLP - KALBADEVI,SUSPENCE A/C,           17224.00,               0.00,               0.00,           17224.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHAMSHARVARI PHARMA - NASIK-XX,SUSPENCE A/C,            1712.34,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1712.34,Detai,2541934124
-SHANKAR MEDICAL - AKLUJ,SUSPENCE A/C,             998.00,               0.00,             998.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHANTI PHARMA - WADKI,SUSPENCE A/C,          -31500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          -31500.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHARADA ENTERPRISES - KALYAN-XX,SUSPENCE A/C,          -21032.39,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          -21032.39,Detai,2541934124
-SHASHIMOHAN MEDICAL - KAMPTEE-XX-LN,SUSPENCE A/C,            1500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1500.00,Detai,2541934124
-SHASHWAT PAHRMACEUTICAL-MALEGAON-LN,SUSPENCE A/C,            8400.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            8400.00,Detai,2541934124
-SHEETAL PHARMA AND LIFECARE-JJ,SUSPENCE A/C,             249.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,             249.00,Detai,2541934124
-SHIV AGENCY - AHMEDPUR-XX-C/B,SUSPENCE A/C,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,             500.00,Detai,2541934124
-SHIV PHARMA-KHADKI-AKOLA XX,SUSPENCE A/C,            5000.00,               0.00,               0.00,               0.00,            3500.00,            1500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHIV PHARMACEUTICALS - JAMKHED,SUSPENCE A/C,           18106.80,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1500.00,            1000.00,               0.00,           12106.80,               0.00,            3500.00,Detai,2541934124
-SHIV SAI ENTERPRISES-GOREGAON-XX,SUSPENCE A/C,            1000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1000.00,Detai,2541934124
-SHIV SAI HEALTHCARE-AMBERNATH-LN,SUSPENCE A/C,            4500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            4500.00,Detai,2541934124
-SHIVA MEDICAL - BOISAR,SUSPENCE A/C,            1000.00,               0.00,            1000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHIVANSH PHARMA - CHAKAN(RAJGURUNAGAR),SUSPENCE A/C,             500.00,               0.00,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHIVANSH PHARMA - PHALTAN-XX,SUSPENCE A/C,            4500.00,               0.00,             500.00,               0.00,               0.00,               0.00,            1500.00,            1500.00,            1000.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHIVKRUPA PHARMA - NASIK,SUSPENCE A/C,           -2468.00,           -2468.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHIVMARTAND HEALTHCARE- PADGHA,SUSPENCE A/C,            1000.00,               0.00,               0.00,               0.00,            1000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2541934124
-SHIVSAI AGENCY-NANDED-CLOSE-LN,SUSPENCE A/C,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,             500.00,Detai,2541934124
-SHIVSAMARTH PHARMACEUTICALS- AKUMS-XX,SUSPENCE A/C,            4140.44,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            4140.44,Detai,2541934124
-SHIVSHAMBHU AGENCIES-DIGRAS-XX,SUSPENCE A/C,            1000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1000.00,Detai,2541934124
-SHIVTRITH ENT - AKLUJ XXXX,SUSPENCE A/C,           22509.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           22509.00,Detai,2541934124
